BRASIL DE RONDÔNIA INDÚSTRIA E COMÉRCIO DE VIDROS LTDA;MIRANDEX;03.727.410/0001-27;RUA;TIRADENTES,;359;;VILA JOTÃO;JI-PARANÁ;RO;BRASIL;(69) 3422-1404;marco@mirandex.com.br;MARCO;76908-266;2017-07-25 17:48:22.847;" "
BRASIL TEMPER;JOSY RIOS;10.143.613/0001-31;RUA;BAHIA;187;;PINDORAMA;IPIRÁ;BA;BRASIL;(75) 9154-3314;josyrios@hotmail.com;JOSY RIOS/JOEL RIOS;44600-000;2015-09-02 10:49:14.547;NULL
BRASIL TEMPER COMÉRCIO DE VIDROS;BRASIL TEMPER;07.842.195/0001-66;QUADRA;CONJUNTO 5 CHÁCARA 105;CASA 09;SHA QUADRA 4.;SETOR HABITACIONAL ARNI;BRASÍLIA;DF;BRASIL;(61) 3399-8146;brasiltemper.moises@gmail.com;MOISÉS LINO DE CASTRO;71995-425;2017-07-24 11:37:00.557;NULL
BRAZILGLASS VIDROS PLANOS LTDA;BRAZILGLASS;02.462.266/0001-81;RUA;PEDRO RIPOLI;2200;;VILA OASIS;RIBEIRÃO PIRES;SP;BRASIL;(11) 4827-2410;fmarques@brazilglass.com.br;FERNANDO;09410-020;2022-05-19 15:15:41.603;NULL
BYSTRONIC GLASS DO BRASIL MPV LTDA;BYSTRONIC GLASS;06.091.267/0001-18;RUA;ANTONIA MARTINS LUIZ;410;;DISTRITO INDUSTRIAL JOÃO NAREZZI;INDAIATUBA;SP;BRASIL;(19) 3935-3534;ricardo.giorgetti@bystronic-glass.com.br;RICARDO;13347-404;2015-10-07 14:03:21.580;NULL
C.N.V. TEMPERA LTDA - EPP;CNV VIDROS;06.283.266/0001-75;;ANTONIO PIRANGA,;1.905;;VILA ODETE;DIADEMA;SP;BRASIL;(11) 3474-9464;elainealbuquerque1@hotmail.com;ELAINE;09942-000;NULL;NULL
CADA SERVIÇO DE COMUNICAÇÃO LTDA;"CADA COMUNICAÇÃO ";21.941.720/0001-21;RUA;DOS COQUEIROS;1.291;APARTAMENTO 136 TORRE 3;CAMPESTRE;SANTO ANDRÉ;SP;BRASIL;(11) 4317-5216;caroline.sanchez@cadacomunicacao.com.br;CAROLINE;09080-010;2015-11-16 10:04:36.180;NULL
CAFÉ BRASIL EDITORIAL LTDA;CAFÉ BRASIL;05.809.981/0001-36;RUA;DAS DRACENAS;09;NULL;ALPHAVILLE COMERCIAL;BARUERI;SP;BRASIL;(11) 4195-6343;lilian@lucianopires.com.br;LUCIANO DIAS PIRES FILHO;06453-009;NULL;NULL
CALIFORNIA DISTRIBUIDORA DE VIDROS LTDA;CALIFORNIA VIDROS;02.989.800/0001-02;RUA;GUAIANAZES;104;;PENHA;RIO DE JANEIRO;RJ;BRASIL;(21) 2560-3039;californiavidros@hotmail.com;MARCIA;21020-370;2022-07-06 17:44:32.773;S
CAME CENTRO DE ASSESSORIA E MARKETING EMPRESARIAL LTDA;PAV;93.969.657/0001-42;RUA;VOLUNTÁRIOS DA PÁTRIA;3370;;FLORESTA;PORTO ALEGRE;RS;BRASIL;(51) 3061-6116;cursos@cursospav.com.br;"ALESSANDRA RODRIGUES ";90230-010;NULL;NULL
CARATORI CONSULTORIA E SERVIÇOS;EVERLAM;23.065.095/0001-27;RUA;ANTARES;171;ANDAR 2 - SALA 04;CENTRO DE APOIO II (ALPHAVILLE);SANTANA DE PARNAÍBA;SP;BRASIL;(11) 4191-4548;sergio.andrade@everlam.com;SERGIO ANDRADE;06541-065;2019-09-14 11:16:56.237;NULL
CARLOS ALBERTO FURTADO DE MELO ME;PALESTRANTE;03.336.392/0001-52;RUA;EMILIA MARIA RAMALHO TORRES;84;;JARDIM RIZZO;SÃO PAULO;SP;BRASIL;(11) 3873-9908;carmen@zumbrazil.com.br;CARMEN LIPPI;11320-060;2019-09-04 17:45:05.367;NULL
"CASA DAS PORTAS E JANELAS LTDA                       ";CASA DAS PORTAS/JANELAS;41.743.444/0001-02;RUA;Cel Candido Viana;225;;"CENTRO                        ";"MG - PEDRO LEOPOLDO           ";MG;BRASIL;31-3661-1519;casadasportasejanelas@yahoo.com.br;"REINALDO DA SILBA BATISTA                                       ";33600-000;NULL;S
"CASAS BANDEIRANTES LTDA ";CASAS BANDEIRANTES LTDA;08.747.503/0003-07;AVENIDA;JOÃO GOMES DE LUCENA,;4.511;;SÃO CRISTOVÃO;SERRA TALHADA;PE;BRASIL;(87) 3831-1520;renato@casasbandeirantes.com.br;EDUARDO V. VIANA;56912-000;2024-07-02 11:37:39.950;" "
CAVIPLAN - CÂMARA DEL VIDRIO PLANO Y SUS MANUFACTURAS;CAVIPLAN;NULL;NULL;"AV SANTA FÉ ";NULL;NULL;NULL;BUENOS AIRES;NULL;ARGENTINA;'54-11-4825-9008;caviplan@caviplan.org.a;NULL;C1425BGV;NULL;NULL
CAVIPLAN - CÂMARA DEL VIDRIO PLANO Y SUS MANUFACTURAS;CAVIPLAN;NULL;NULL;AV SANTA FÉ;NULL;NULL;NULL;BUENOS AIRES;NULL;ARGENTINA;54-11-4825-9008;caviplan@caviplan.org.ar;NULL;C1425BGV;NULL;NULL
CEBRACE;CEBRACE;45.070.190/0008-28;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;" "
CEBRACE;CEBRACE;45.070.190/0005-85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;" "
CEBRACE;CEBRACE;45.070.190/0021-03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;NULL
CEBRACE;CEBRACE;45.070.190/0015-57;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;NULL
CEBRACE;CEBRACE;45.070.190/0022-86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;NULL
CEBRACE;CEBRACE;45.070.190/0011-23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;" "
CEBRACE CRISTAL PLANO LTDA;CEBRACE;45.070.190/0002-32;AVENIDA;CRISTAL, 540;540;;JARDIM DAS INDÚSTRIAS;JACAREÍ;SP;BRASIL;(12) 2127-8000;barbara.nogueira@cebrace.com.br;BÁRBARA NOGUEIRA;12311-900;2024-10-01 19:59:15.007;" "
CEBRACE CRISTAL PLANO LTDA;;45.070.190/0001-51;AV.;DO CRISTAL,;540;;JD. DAS INDÚSTRIAS;JACAREÍ;SP;;;;;12311900;NULL;" "
"CEBRACE CRISTAL PLANO LTDA                           ";CEBRACE / S J CAMPOS;45.070.190/0011-23;;;;;;;;;;;;;2022-11-14 19:06:13.000;" "
"CEBRACE CRISTAL PLANO LTDA                           ";CEBRACE / SC;45.070.190/0008-28;;;;;;;;;;;;;2022-11-14 19:06:13.000;" "
"CEBRACE CRISTAL PLANO LTDA                           ";CEBRACE/CAÇAPAVA;45.070.190/0005-85;;;;;;;;;;;;;2022-11-14 19:06:13.000;" "
CENTER GLASS INDÚSTRIA E COMÉRCIO EIRELI;CENTER GLASS;21.146.020/0001-45;AVENIDA;"JOÃO COELHO DE ARAUJO ";1300;QD 34 LT 12 A15;SANTO AGOSTINHO;RIO VERDE;GO;BRASIL;(64) 3622-4123;sandro@centerglass.com.br;64 36224123;75904-720;2019-09-30 15:52:13.590;NULL
CENTERFLEX COMERCIO DE PROUTOS ARQUITETONICOS LTDA;CENTERFLEX LTDA;09.200.392/0001-07;QUADRA;QRSW 05 BLOCO A-03;306;;SETOR SUDOESTE;CRUZEIRO;DF;BRASIL;(61) 8157-8080;acertdf@gmail.com;MANOLO GUIMARAES;70675-503;2015-11-02 21:23:26.777;NULL
CENTRAL VIDROS E MOLDURAS LTDA;CENTRAL VIDROS;02.677.921/0001-19;QUADRA;15;S/N;LOTE 32 e 36 PARTE C ST INDUSTRIAL;SETOR INDUSTRIAL;CEILANDIA;DF;BRASIL;(61) 3379-1000;marcos@centralvidrosdf.com.br;MARCOS BASTOS;72265-150;2022-04-29 10:37:48.560;NULL
CENTRAL VIDROS INDUSTRIA DE ESQUADRIAS LTDA;CENTERVIDROS;21.107.945/0001-87;AV.;GOVERNADOR FLAVIO RIBEIRO COUTINHO,;1000;;VELAME;CAMPINA GRANDE;PB;BRASIL;83-3331-9339;sandrofarias@vidrocenterpb.com.br;SANDRO FARIAS;58420-445;NULL;NULL
CINEX INDUSTRIA DO MOBILIARIO LTDA;CINEX IND DO MOBILIARIO;93.993.731/0001-66;;CARLOS DREHER NETO;2700;;DISTRITO INDUSTRIAL;BENTO GONÇALVES;RS;BRASIL;(54) 3455-2222;cini@cinex.com.br;CÉSAR CINI;95700-000;NULL;NULL
CLARITY IMPORTAÇÃO E EXPORTAÇÃO DE VIDROS LTDA;CLARITY;04.950.182/0001-12;AVENIDA;PEDRO FRIGGI;465;.;CIDADE VISTA VERDE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;(12) 3203-4466;"andre@clarityglass.com.br ";"ANDRÉ DI CARLOS ";12223-430;2015-06-23 11:40:48.733;" "
CLIMAGLASS INDUSTRIA E COMERCIO DE VIDROS LTDA;CLIMAGLASS;16.678.601/0001-98;RUA;HERMANN KOCH,;261;;TESTO CENTRAL;POMERODE;SC;BRASIL;47-3387-7500;fernando.g@weiku.com.br;DIRETORIA;89107-000;NULL;" "
COLPANI IND. COM. E TRANSPORTE LTDA.;COLPANY VIDROS;03.389.268/0001-55;RUA;UBA - VISCONDE DO RIO BRANCO KM 3/4,;3140;;RODOVIÁRIO;UBA;MG;BRASIL;(32) 3539-1950;almircolpani@colpanytemper.com.br;ALMIR COLPANI;36500-970;2022-11-07 16:13:35.150;" "
"COMERCIO DE VIDROS E ESQUADRIAS BARATA TAVARES EIR   ";VBA TEMPER;24.510.344/0001-09;RUA;TEXACO;450;;DISTR. INDL. JD. PIEMONT NORTE;"MG - BETIM                    ";MG;BRASIL;(31) 9993-4144;brenotavaresvba@gmail.com;"DIRETORIA                                            ";32689-350;2022-11-01 19:12:54.457;NULL
COMÉRCIO DE VIDROS GLOBAL LTDA;GLOBAL;20.202.957/0001-28;QUADRA;ADE (ÁREA DE DESENVOLVIMENTO ECONÔMICO);conj. 13 - lote 38;LOJA 01;ADE (ÁREA DE DESENVOLVIMENTO ECONÔMICO);ÁGUAS CLARAS;DF;BRASIL;(61) 3027-0280;vidracariaglobal@gmail.com;DANIEL ESTRELA DE OLIVEIRA;71987-720;2019-04-02 19:45:16.597;NULL
"COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP         ";VIVIX VIDROS PLANOS;10.858.291/0002-98;;;;;;;;;;;;;2022-11-14 19:06:13.000;NULL
"COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP         ";VIVIX VIDROS PLANOS;10.858.291/0004-50;;;;;;;;;;;;;2022-11-14 19:06:13.000;NULL
"COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP         ";VIVIX VIDROS PLANOS;10.858.291/0005-30;;;;;;;;;;;;;2022-11-14 19:06:13.000;NULL
CONLUMI INDÚSTRIA E COMÉRCIO DE VIDROS LTDA;;04.660.779/0001-22;RUA;PROF. CLEMENTE PASTORE,;115;;LAPA DE BAIXO;SÃO PAULO;SP;;;;;05038120;NULL;" "
"CONTAGEM ALUMÍNIO LTDA                               ";ARTE BOX TIETE/VIDRATI;05.280.940/0001-03;RUA;IBAITI;365;;"DARCY VARGAS                  ";"MG - CONTAGEM                 ";MG;BRASIL;31-3396-5671;compras@caaluminio.com.br;"NERY                                                 ";32372-210;NULL;S
CONTEMPER - VIDROS TEMPERADOS LTDA;CONTEMPER;14.201.666/0001-12;QUADRA;INDUSTRIAL DE VITÓRIA DA CONQUISTA;S/N;LOTE ÚNICO - CAIXA POSTAL 150;DISTRITO INDUSTRIAL;VITÓRIA DA CONQUISTA;BA;BRASIL;(77) 8812-0227;danilo@contemper.com.br;"DANILO ALVES ";45089-900;NULL;NULL
CONVIDROS IND. COM. IMP VIDROS HORTOLANDIA LTDA;FREITAS;52.906.690/0001-46;RUA;OSÓRIO CÂNDIDO DA SILVA;20;;JARDIM SUMAREZINHO;HORTOLÂNDIA;SP;BRASIL;(19) 3116-1200;catarina@vidrosfreitas.com.br;CATARINA LOPES;13185-013;2024-07-23 16:41:43.130;" "
COSMOS DISTRIBUIDORA DE VIDROS LTDA;"COSMOS ";25.035.551/0003-83;RODOVIA;BR 60;S/N;"ZONA RURAL - FAZENDA SALINAS ";CONDOMÍNIO ANHANGÜERA;GOIÂNIA;GO;BRASIL;(62) 4016-6433;julio@cosmos.ind.br;JÚLIO SÉRGIO NEVES;74484-644;2015-07-07 17:23:37.443;NULL
COVEB COM. DE VIDROS E ESPELHOS BORDUCHI LTDA.;COVEB;48.159.909/0001-13;AVENIDA;AV. ANTONIO ESTEVÃO DE CARVALHO;2500;;CIDADE PATRIARCA;SÃO PAULO;SP;BRASIL;(11) 2958-2250;"coveb@uol.com.br ";"SIDOVAL BORDUCHI JR ";03540-200;2015-06-24 15:25:59.463;" "
COVISERV COMERCIO DE VIDROS E SERVIÇOS LTDA;COVISERV;49.305.766/0001-73;RUA;"ANTONIO VERA CRUZ ";165;;CASA VERDE ALTA;SÃO PAULO;SP;BRASIL;(11) 3858-5000;dulcebairddefreitas@gmail.com;ADEMIR;02555-010;2022-06-01 08:48:53.457;NULL
CRANFOS EQUIP. COM. PARTIC. SERV. IND. DE CONTROLE AMBIENTAL;CRANFOS SOLUÇÕES AMBIEN;11.873.448/0001-36;RUA;MARIA CURUPAITI;441;"CONJ 5005 ";VILA ESTER;SÃO PAULO;SP;BRASIL;(11) 3392-1422;cpcomercial@cranfos.com.br;CLAUDIO PANICALI;02452-001;2019-10-25 12:21:04.687;NULL
CRISBAL COMERCIO DE VIDROS TEMPERADOS LTDA - ME;CRISBAL;08.599.024/0001-10;RUA;DAS MARGARIDAS;54;MORADA DA COLONIA II;COLÔNIA SANTO ANTÔNIO;BARRA MANSA;RJ;BRASIL;(24) 3323-3606;sergio@crisbalvidrostemperados.com.br;SERGIO MAGALHÃES;27353-050;2024-09-03 12:01:38.030;" "
"CRISTAL QUALITY LTDA                                 ";CRISTAL QUALITY;09.633.312/0001-07;AVENIDA;RAQUEL TEIXEIRA VIANA;S/N;;"CANAÃ                         ";"MG - SETE LAGOAS              ";MG;BRASIL;31-33859988;SERGIO@CRISTALQUALITY.COM.BR;"DIRETORIA                                            ";35700-293;NULL;" "
CRISTALIVE REPRESENTAÇÃO COMERCIAL LTDA;CRISTALIVE;07.889.196/0001-66;ESTRADA;DO GIRAU;800;;BOQUEIRÃO;SAQUAREMA;RJ;BRASIL;(22) 2651-4375;cristalive@ig.com.br;MICHAEL BORIS;28990-000;NULL;NULL
CRISTALMAIS BRASILIA INDUSTRIA COMERCIO E SERVIÇOS LTDA;CRISTALMAIS;37.149.127/0001-87;RUA;DE DESENVOLVIMENTO ECONÔMICO CONJUNTO 01;conjunto 1 lote 08;;ÁREA DE DESENVOLVIMENTO ECONÔMICO (ÁGUAS CLARAS);TAGUATINGA;DF;BRASIL;(61) 3362-7273;rnobrega@cristalmais.com.br;ROBERTO NÓBREGA;71985-000;2015-07-29 15:06:26.620;NULL
CRISTALSETE VIDROS TEMPERADOS LTDA;CRISTALSETE  VIDROS;03.196.363/0001-32;RUA;HAYDIO MIGUEL DE SOUZA;56;;PARQUE INDUSTRIAL ZONA NORTE;APUCARANA;PR;BRASIL;(43) 3420-7100;marcus@cristalsete.com.br;MARCUS AURELIUS PEZOTTI;86806-440;2024-06-04 16:58:04.443;" "
CRISTALVIDROS COM.REPRES.DE VIDROS LTDA;CRISTALVIDROS;38.076.634/0001-09;QUADRA;SCRN 704/705 BLOCO B;46;46;ASA NORTE;BRASÍLIA;DF;BRASIL;(61) 3347-5050;dimas@cristalvidrosweb.com.br;DIMAS;70730-620;2017-10-12 12:51:11.927;NULL
CVL TEMPERA DE VIDROS LTDA;;13.498.295/0001-10;VIA;PRIMARIA 05,;.;QD. 15, MODULOS 4/11, GALPÃO 01;DAIAG;APARECIDA DE GOIÂNIA;GO;;;;;74993470;NULL;" "
CYBERGLASS IND. E COM. DE VIDROS LTDA;CYBERGLASS;05.252.087/0002-99;AVENIDA;HENRY FORD;1268;;PARQUE DA MOOCA;SÃO PAULO;SP;BRASIL;(11) 2914-7211;jdseixas@cyberglass.com.br;DOMINGOS;03109-000;2024-10-01 11:38:22.947;" "
D&A VIDROS TEMPERADOS EIRELI;NEW GLASS RIO;37.169.767/0001-59;RUA;TRINTA E UM PAL 24477,;S/N;;CAMPO GRANDE;RIO DE JANEIRO;RJ;BRASIL;;;DIRETORIA;23097-690;NULL;NULL
D.M. INDUSTRIA E COMERCIO DE VIDROS LTDA;D.M. VIDROS;03.961.305/0001-58;RUA;PARTICULAR,;170;;CHÁCARA TRÊS MARIAS;CAMPINAS;SP;BRASIL;19-3216-5011;deborah.mc@dmvidros.com.br;DEBORAH PAIS CARDOSO SILVA;13067-703;NULL;" "
"DECORIDEA COM. DECORAÇÃO EM VIDROS LTDA              ";DECORIDEA;08.828.724/0001-30;RUA;LUIS MERENDA;555;;"CAMPANÁRIO                    ";"SP - DIADEMA                  ";SP;BRASIL;11-5562-0000;LUIZCLAUDIO@DECORIDEA.COM.BR;"DIRETORIA                                            ";09931-390;NULL;NULL
DECORVIDRO COMERCIAL DE VIDROS LTDA;DECORVIDRO;00.609.842/0001-45;AVENIDA;ÁREA DE DESENVOLVIMENTO ECONÔMICO CONJUNTO 20;"LOTE 06, ";;ÁREA DE DESENVOLVIMENTO ECONÔMICO (ÁGUAS CLARAS);TAGUATINGA;DF;BRASIL;(61) 3399-4466;celso@decorvidrodf.com.br;CELSO AZEVEDO JUNIOR;71989-300;NULL;NULL
DEKOR VIDROS LTDA;DEKOR VIDROS LTDA;06.276.930/0001-59;RODOVIA;MG 424;1085;;DISTRITO INDUSTRIAL;MATOZINHOS;MG;BRASIL;(31) 3712-5297;leonardo@dekorvidros.com.br;LEONARDO BRAZ;35720-000;2015-10-23 10:40:03.677;" "
"DELTA VIDROS LTDA ME                                 ";DELTA VIDROS;14.248.391/0001-72;RUA;PADRE LIBÉRIO;200B;;"FREI PAULO                    ";"MG - NOVA SERRANA             ";MG;BRASIL;37-32266990;DELTA_VIDROS@HOTMAIL.COM;"CRISTIANO DOS SANTOS RIBEIRO                         ";35519-000;NULL;NULL
DGLASS INDUSTRIA E COMERCIO DE VIDROS E FERRAGENS;DG GLASS;06.540.110/0002-03;RUA;JOAO PAULO I,;50;;PQ. INDUSTRIAL ARAUCARIA;SÃO PAULO;SP;BRASIL;(11) 1111-1111;danilorosagatto@hotmail.com;DANILO GATTO;07747-250;2022-05-19 17:42:45.457;NULL
DHARMA CONSULTORIA POLITICA E TREINAMENTO LTDA;PALESTRANTE;31.011.094/0001-28;QUADRA;SBS QUADRA 02;12;BLOCO E SALA 206 SOBRELOJA PARTE T17;ASA SUL;BRASILIA;DF;BRASIL;(61) 8143-4956;mbotelho@abravidro.org.br;MAURICIO BOTELHO;70070-120;2024-09-30 17:06:30.647;NULL
DIAMANFER FERRAMENTAS TÉCNICAS LTDA;DIAMANFER;57.119.042/0001-63;ESTRADA;ESTR. MUNICIPAL MASAKASU HAYASHIDA;1405;LT 1 GL B;RIBEIRÃO DOS PORCOS;ATIBAIA;SP;BRASIL;(11) 4412-2778;vendas@diamanfer.com.br;JOSÉ PEDRO RUIZ;12945-896;2024-06-25 14:39:59.133;" "
"DIAMANT SAS ";DIAMANT;5;NULL;VIA SASSARI, 29;NULL;NULL;NULL;TORINO;NULL;ITÁLIA;1111111111111111;salvatore.nunziata@diamant-it.com;NULL;"10152 ";2022-10-13 13:47:31.463;NULL
"DIAMANTE TÊMPERA DE VIDROS LTDA ";DIAMANTE VIDROS;56.695.711/0001-82;RUA;MACHADO DE ASSIS,;85/91;;SANTO ANTÔNIO;SÃO CAETANO DO SUL;SP;BRASIL;(11) 4224-3666;iara@diamantevidros.com.br;11944897981;09530-310;2022-11-01 19:41:59.490;NULL
DIP TECH LTD;DIP TECH;5;NULL;ST. 5 ATIR YEDA INDUSTRIAL PARK;NULL;NULL;NULL;KFAR SABA;NULL;ISRAEL;972-9-7908400;alex.kochen@ferro.com;NULL;44643;2019-08-05 11:27:49.777;NULL
DIP TECH LTD;DIP TECH / FERRO;8;NULL;ST. 5 ATIR YEDA INDUSTRIAL PARK;NULL;NULL;NULL;KFAR SABA;NULL;ISRAEL;972-9-7908400;alex.kochen@ferro.com;NULL;44643;2019-08-05 11:27:49.000;NULL
DIP TECH LTD;DIP TECH;7;NULL;ST. 5 ATIR YEDA INDUSTRIAL PARK;NULL;NULL;NULL;KFAR SABA;NULL;ISRAEL;972-9-7908400;alex.kochen@ferro.com;NULL;44643;2017-10-16 10:29:05.150;NULL
DIP-TECH;DIP-TECH;NULL;NULL;5 ATIR YEDA ST.;NULL;NULL;NULL;KFAR SABA;NULL;ISRAEL;+972.54.6840312;alexk@dip-tech.com;NULL;44643;NULL;NULL
DISK VIDROS LTDA;DISK VIDROS;03.046.101/0001-91;AV.;ITÁLIA,;528;;JD ITÁLIA;FRANCISCO BELTRAO;PR;BRASIL;46-3524-1517;diskvidros@diskvidros.com.br;PAULO FELIPPI;85603-494;NULL;" "
DISRUPT TREINAMENTO EIRELLI;PALESTRANTE;24.967.104/0001-38;AVENIDA;PARIGOT DE SOUZA;2550;;VILA INDUSTRIAL;TOLEDO;PR;BRASIL;(45) 8819-0826;carmen@zumbrazil.com.br;CARMEN LIPPI;85904-270;2019-08-21 09:56:57.673;NULL
DISTRIBUIDORA DE VIDROS BESCHIZZA (DVB);DVB VIDROS;55.959.100/0001-31;RUA;URUGUAI,;2530;;PQ. INDUSTRIAL TANQUINHO;RIBEIRÃO PRETO;SP;BRASIL;(16) 4009-1500;comercial@dvbvidros.com.br;"SERGIO ";14075-330;2019-09-24 23:28:06.300;" "
DISTRIBUIDORA DE VIDROS DEDO DE DEUS TERESÓPOLIS;"TEMPER DEDO DE DEUS ";05.726.132/0001-19;RUA;GUAICURUS;35;;JARDIM MEUDON;TERESÓPOLIS;RJ;BRASIL;(21) 2741-1414;vidrosdedodedeus@hotmail.com;RITA;25954-025;2019-04-03 17:24:18.883;S
DISTRIBUIDORA DE VIDROS MURIAÉ  LTDA;CRISTALTEMPER;02.074.194/0001-03;AVENIDA;ALVINO CARLOS DE SOUZA;100;CAIXA POSTAL 288;SOFOCÓ;MURIAÉ;MG;BRASIL;(32) 9841-4300;geraldojunior@cristaltemper.com.br;GERALDO JR;36888-253;2022-09-22 17:23:45.570;" "
DISTRIVIDROS DISTRIBUIDORA DE VIDROS LTDA;DISTRIVIDROS;08.018.225/0001-87;RUA;BENEDITO CORREIA PENHA,;350;;ARIBIRI;VILA VELHA;ES;BRASIL;(27) 3038-3800;arisson@distrividros.com.br;ARISSON;29120-311;2024-07-31 10:20:30.557;" "
DIVIBRAS COMERCIO DE VIDROS TEMP E METAIS BRASIL L;DIVIBRAS;72.823.461/0001-75;AV.;JOÃO PAULO I,;1701;;JARDIM MARACANÃ;SÃO PAULO;SP;BRASIL;11-3922-2448;daniel.inacio@divibras.com.br;VANESSA KAIRIS ANTÔN;02842-280;NULL;" "
DIVIMAX KANON INDÚSTRIA E COMÉRCIO DE VIDROS ESPELHOS LTDA;;12.939.804/0001-30;AV.;NEYDE MODESTO DE CAMARGO,;190;;CAMPO DOS AMARAIS;CAMPINAS;SP;;;;;13082040;NULL;" "
DIVINAL DISTR DE VIDROS NACIONAL LTDA;"DIVINAL VIDROS LTDA ";60.500.915/0005-11;AVENIDA;TORRES DE OLIVEIRA,;255;;JAGUARÉ;SÃO PAULO;SP;BRASIL;(11) 2827-2100;karol.leal@divinalvidros.com.br;KAROL LEAL;05347-020;2022-08-18 17:24:33.023;" "
DIVINAL MINEIRA VIDROS E ESPELHOS LTDA;;10.013.849/0001-53;AV.;PRESIDENTE JUSCELINO KUBISTCHECK,;10680;;- CALIFÓRNIA;BELO HORIZONTE;MG;;;;;30855450;NULL;S
DIVINAL VIDROS LTDA;DIVINAL VIDROS LTDA;NULL;NULL;AV TORRES DE OLIVEIRA, 255;NULL;NULL;NULL;SAO PAULO;SP;BRASIL;551128272100;fernando.passi@divinalvidros.com.br;NULL;05347020;NULL;NULL
DIVINAL VIDROS LTDA;DIVINAL VIDROS;NULL;NULL;AV TORRES DE OLIVEIRA, 255;NULL;NULL;NULL;SAO PAULO;SP;BRASIL;551128272100;fernando.passi@divinalvidros.com.br;NULL;05347020;NULL;NULL
DIVINE VIDROS DE SEGURANÇA LTDA;"DIVINE VIDROS ";04.408.172/0001-50;RUA;BAMBUÍ,;370;;SANTO ANTÔNIO;DIVINÓPOLIS;MG;BRASIL;"(37) 3512-9001 ";"ernane.santos@divinevidros.com.br ";;35502037;NULL;NULL
DIVISAGLASS DISTRIBUIDORA VIDROS SALVADOR LTDA;DIVISAGLASS;11.568.211/0001-41;RUA;"JOAQUIM FERREIRA ";1212;;JARDIM DAS MARGARIDAS;SALVADOR;BA;BRASIL;(71) 3612-7400;renata@divisaglass.com.br;RENATA CINTRA;41502-200;2019-09-06 14:04:30.597;NULL
DM STADTLOBER;DANIEL MENDES;07.862.855/0001-70;AVENIDA;CINDERELA;1629;;JARDIM GURILANDIA;TAUBATE;SP;BRASIL;(12) 9740-3672;daniel@dmsantos.com.br;DANIEL;12071-500;2019-03-16 12:03:10.343;NULL
DONATO ARAUJO COMERCIO DE VIDROS LTDA;"VIDRAÇARIA BAHIA ";32.636.979/0001-85;AVENIDA;"SENADOR NILO COELHO ";199;VIDRACARIA BAHIA;"CENTRO ";GUANAMBI;BA;BRASIL;(77) 3451-1576;vidracariabahia@vidracariabahia.com.br;GLAUCIA DA CRUZ ARAUJO;46430-000;2024-06-04 09:11:54.527;NULL
DORMA SISTEMAS DE CONTROLE PARA PORTAS LTDA;;61.499.281/0001-63;AV.;PIRACEMA,;1.400;;TAMBORÉ;BARUERI;SP;;;;;06460933;NULL;NULL
DOURAGLASS IND. E COM. DE VIDROS LTDA;DOURAGLASS - MS;07.210.771/0001-52;RUA;CEL. FRANCISCO ROCHA JUNIOR,;60;;JD. MARCIA;DOURADOS;MS;BRASIL;(67) 3424-0099;carlos@glassbox.com.br;CARLOS ROBERTO DE OLIVEIRA;79841-380;NULL;" "
"DUPONT DO BRASIL S.ª ";DUPONT;61.064.929/0001-79;ALAMEDA;ITAPECURU;506;;ALPHAVILLE INDUSTRIAL;BARUERI;SP;BRASIL;(11) 4166-8299;elisangela.l.teodoro@dupont.com;ELISANGELA TEODORO;06454-080;NULL;NULL
DURAES E CUNHA LTDA;DEC TEMPER;24.354.990/0001-24;AVENIDA;DOUTOR MARIO TOURINHO;3100;;INDEPENDÊNCIA;MONTES CLAROS;MG;BRASIL;(38) 4009-9990;junior@dectemper.com.br;LUIS CARLOS DUARES;39404-393;2019-10-09 17:01:46.140;" "
DVM-DISTRIBUIDORA DE VIDROS MARANHÃO LTDA;DVM-VIDROS TEMPERADOS;00.840.969/0001-70;RODOVIA;BR 010, KM 244;s/n;KM 244;CONJ. NOVA VITORIA;IMPERATRIZ;MA;BRASIL;(99) 3524-2321;dvm.vidros@hotmail.com;ZENIR LUÍS KNORST;65915-050;2022-07-13 15:39:19.833;NULL
